	GS000a	GS000b	GS000c	GS000d	GS001a	GS001b	GS001c	GS002	GS003	GS004	GS005	GS006	GS007	GS008	GS009	GS010	GS011	GS012	GS013	GS014	GS015	GS016	GS017	GS018	GS019	GS020	GS021	GS022	GS023	GS025	GS026	GS027	GS028	GS029	GS030	GS031	GS032	GS033	GS034	GS035	GS036	GS037	GS038	GS039	GS040	GS041	GS042	GS043	GS044	GS045	GS046	GS047	GS048a	GS049	GS050	GS051	GS048b	GS108a	GS108b	GS109	GS110a	GS110b	GS111	GS112a	GS112b	GS113	GS114	GS115	GS116	GS117a	GS117b	GS119	GS120	GS121	GS122a	GS122b	GS123	GS148	GS149
DUF1502	0	0	0	0	2	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
XRN_N	2	6	11	9	6	4	7	14	7	2	8	3	5	7	8	7	27	24	10	6	2	8	10	5	9	16	12	4	5	6	4	5	5	11	3	16	3	6	4	3	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	1	0	3	2	2	4	1	4	2	3	6	16	3	0	14	0	5	3	1	4	0	4	3	2
FlpD	0	0	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	10	0	0	0	0	0	0	0	0	0	1	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DnaG_DnaB_bind	53	31	45	25	0	1	10	10	4	8	9	5	8	17	16	5	4	6	6	8	9	10	23	9	10	5	7	6	8	3	5	18	12	13	28	23	18	86	10	6	5	6	0	0	0	0	0	0	0	0	0	4	4	3	0	4	0	2	3	5	2	1	3	1	1	6	9	3	2	16	1	3	2	4	3	3	3	4	11
GBS_Bsp-like	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
DUF2471	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HCV_NS5a_1a	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DUF2768	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GARS_A	477	455	442	455	35	31	158	160	78	59	50	101	39	100	106	87	147	139	122	165	171	171	321	189	154	153	170	169	176	55	139	263	261	177	570	646	135	572	167	229	119	83	4	0	1	0	1	1	2	1	0	100	94	112	0	156	22	45	31	79	82	21	88	126	17	162	384	78	77	372	35	89	48	147	93	17	148	101	121
GN3L_Grn1	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BtpA	35	31	36	30	2	3	7	3	4	4	2	3	1	5	9	4	8	5	7	28	15	14	34	13	10	37	12	26	18	1	12	27	24	11	43	53	8	26	25	21	11	8	0	0	0	0	0	0	0	0	0	4	5	7	0	24	0	2	1	8	13	1	6	14	0	19	33	6	12	30	0	6	6	15	4	0	15	7	18
Mt_ATP-synt_B	45	58	60	66	3	10	27	19	9	12	5	8	14	21	23	12	16	14	17	25	21	25	53	30	25	25	33	36	30	2	19	61	55	38	103	110	18	96	17	38	20	12	2	0	0	0	0	0	0	0	0	18	13	13	0	31	3	7	1	12	9	0	9	16	3	18	58	21	13	67	1	14	13	28	18	2	24	22	22
Galanin	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NAD_binding_4	1457	816	1059	1033	101	156	306	363	190	137	119	195	117	299	248	224	405	444	319	448	467	440	918	506	474	1111	412	440	499	217	363	683	663	422	1178	1605	438	1566	389	447	280	237	1	6	2	1	5	6	5	1	0	211	264	266	0	425	58	133	75	195	250	68	165	272	76	341	1013	198	171	914	92	186	134	333	267	62	322	245	242
DUF2171	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DNA_pack_N	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
REJ	32	17	30	11	16	27	0	1	1	1	1	0	0	4	2	0	0	2	8	6	6	19	14	6	6	7	9	7	7	26	1	13	4	3	5	15	14	22	3	6	8	2	0	0	0	0	0	0	0	0	0	2	3	4	0	12	8	2	5	2	3	7	6	2	6	4	18	3	5	25	6	3	3	3	2	12	4	4	6
HI0933_like	1855	937	1093	1045	102	150	306	366	189	170	161	217	125	468	309	316	420	358	370	440	410	383	717	439	400	686	396	369	356	149	354	715	617	456	1276	1554	403	1744	488	495	221	217	3	5	2	2	2	5	4	3	0	225	210	281	1	390	94	114	108	147	216	61	189	211	64	314	796	177	150	797	82	193	118	343	264	41	321	281	288
DUF662	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPX	1	0	7	2	8	5	1	0	0	2	0	0	0	1	0	0	0	0	3	0	1	0	4	0	0	1	0	0	1	4	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	2	1	0	0	0	1	6	0	1	5	0	2	0	0	1	2	2	0	0	0	1	0	0	0
KGK	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PetN	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
Drf_FH1	2	9	8	3	19	3	0	1	1	0	0	0	1	0	0	0	0	1	2	0	3	1	2	1	2	0	1	0	0	1	0	0	0	0	0	2	0	11	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	1	0	1	1	0	0	1	0	0	0	0	0
MBD	1	3	6	0	7	6	0	0	0	3	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	4	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	2	0	1	0	0	0	0	0	0	0	0	2	0	0	0
Peptidase_M10_C	1	0	6	4	0	0	1	0	0	0	2	0	2	4	0	0	5	4	2	0	5	0	3	3	2	2	1	0	0	2	0	3	0	0	4	4	0	11	4	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	2	1	1	2	0	0	0	1	1	1	2	0	0	2	1	0	0	0	1	0	0	0	0
Methyltransf_16	95	99	137	107	31	42	28	28	7	17	20	22	8	31	20	10	47	39	42	42	51	35	63	42	39	74	42	52	37	45	32	53	45	46	133	137	33	35	36	30	28	13	0	0	0	0	0	0	0	0	0	22	17	42	0	42	10	11	12	21	29	21	18	24	16	25	93	18	18	87	12	23	10	33	22	28	30	22	17
Slp	6	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	1	0	1	0	0	2	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PqiA	215	9	9	3	1	4	3	3	2	2	0	2	0	5	0	0	0	3	4	1	0	3	4	1	0	0	3	4	4	10	7	5	4	0	6	3	7	92	3	2	0	4	0	0	0	0	0	0	0	0	0	3	1	0	0	1	1	3	0	0	1	0	0	1	1	2	5	0	0	3	0	1	0	1	3	1	1	2	3
CsgE	48	5	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FaeA	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	4	1	0	0	3	0	2	1	0	0	1	6	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
DUF3275	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cenp-B_dimeris	1	0	0	1	3	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
Transposase_30	1	1	0	4	2	1	1	0	0	0	0	0	2	1	0	2	0	1	0	0	0	0	1	1	1	0	0	0	0	1	0	0	0	0	0	3	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Thg1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2	3	1	0	0	0	0	0	0	8	1	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GIY-YIG	280	230	237	232	25	29	62	111	47	41	52	59	35	76	69	58	136	129	89	90	102	113	153	103	102	348	93	128	111	37	86	179	162	101	287	413	163	406	82	89	51	40	0	0	0	0	0	0	0	0	0	45	75	71	2	111	19	26	23	40	47	8	45	52	16	66	195	50	36	183	22	47	27	97	73	6	68	53	70
GSHPx	272	217	223	185	21	34	61	68	26	42	28	38	17	69	33	33	63	45	62	78	60	68	158	57	83	79	68	69	81	31	68	142	110	83	276	262	48	214	62	111	49	30	0	1	1	1	1	0	0	0	0	31	37	57	1	66	15	16	12	35	47	17	31	38	20	56	124	29	44	162	20	38	25	56	49	13	46	55	49
CdCA1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DUF1036	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	1	1	0	3	0	0	0	0	0	0	0	0	3	0	6	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	1	1	1	0	0	1	0	0	0	2	1
DUF3270	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
EGF_CA	0	7	3	16	14	12	0	2	1	3	0	0	0	1	1	0	0	0	2	4	0	0	2	2	2	0	2	0	0	26	0	2	0	1	0	16	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	4	0	1	0	0	4	0	1	2	1	3	0	0	1	0	0	0	0	1	10	3	1	0
GGDEF	2718	221	93	36	9	10	17	8	6	3	36	20	8	67	27	12	87	84	39	11	12	12	57	18	21	180	80	10	45	29	22	23	10	8	34	46	255	500	5	8	7	4	2	0	0	0	0	0	0	1	0	12	74	14	0	6	39	7	19	6	4	3	2	5	6	6	24	11	5	21	5	7	1	9	3	2	9	18	29
MCH	5	9	8	8	0	1	0	3	2	0	0	0	0	0	1	3	3	1	1	2	2	1	4	2	0	0	4	0	1	0	0	2	6	0	4	20	0	12	0	2	1	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	1	0	1	1	0	0	3	2	1	6	0	0	0	5	3	0	0	1	3
Rep_2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cas_Cmr3	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DUF2587	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	1	0	6	2	4	3	0	1	1	0	35	0	0	0	0	0	0	0	2	0	6	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	1	0	0	2	0	0	1	0	0	0	0	1	0	1	0	0
DEAD_assoc	68	33	28	16	6	18	9	6	2	2	6	4	2	13	11	2	1	1	12	23	25	24	55	33	15	30	23	19	18	16	18	46	26	18	39	27	30	239	29	27	16	13	0	0	0	0	0	0	0	0	0	15	23	21	0	24	8	12	12	9	15	6	8	13	7	13	50	8	12	52	13	16	8	20	10	5	11	17	13
CHGN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2-Hacid_dh_C	2131	1425	1379	1487	107	167	407	420	220	182	140	243	166	484	290	331	477	490	424	602	472	507	1024	579	516	869	488	539	479	142	442	930	833	602	1711	1996	481	2024	581	579	327	277	1	4	1	3	3	4	2	2	2	310	286	345	2	489	94	168	95	205	265	44	208	289	43	411	1173	207	196	1175	94	267	159	478	340	47	473	367	453
DUF1681	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pam17	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tryp_alpha_amyl	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SBP_bac_1	1677	641	603	618	39	67	198	127	67	82	45	75	90	225	92	109	206	263	187	301	258	218	431	281	281	518	267	218	212	42	195	395	387	327	803	829	236	1087	282	245	151	135	2	1	1	6	2	0	1	1	2	143	136	147	1	231	36	78	28	105	159	11	110	166	17	214	548	88	109	589	24	92	58	221	141	18	200	170	216
SAM_PNT	0	0	1	0	1	2	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LIP	76	6	31	11	2	2	0	4	0	0	3	1	2	9	1	2	8	2	4	4	5	8	6	2	4	5	3	2	3	0	3	3	3	0	13	16	0	65	0	7	1	0	0	0	0	0	0	0	0	0	0	4	1	1	0	0	2	0	2	2	2	1	2	2	0	2	10	0	1	7	0	2	1	1	1	1	4	0	2
Phage_CRI	9	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MmoB_DmpM	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
DUF2675	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FGGY_C	429	203	244	260	26	23	83	58	38	36	27	39	30	70	53	46	103	110	89	73	80	87	171	87	104	260	81	59	82	29	81	134	125	93	306	316	77	511	139	119	53	57	0	1	0	0	0	0	2	3	0	47	49	57	0	79	22	33	22	38	50	12	42	58	15	77	170	54	26	185	21	37	20	55	48	7	78	75	60
Ole-e-6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
tRNA-synt_2b	1098	1111	1226	1061	103	102	339	302	162	171	115	183	116	262	242	236	354	419	274	417	440	423	827	446	479	760	435	456	403	151	307	752	630	471	1398	1589	470	1599	444	518	268	213	3	1	3	1	2	1	1	3	5	249	221	296	3	408	74	136	89	182	256	75	169	258	56	349	969	187	191	957	77	195	133	373	285	66	314	302	328
zf-LSD1	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RE_CfrBI	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
N6_Mtase	352	137	134	111	14	14	33	51	30	13	11	31	12	37	35	32	60	45	50	66	59	40	119	53	56	147	36	45	37	18	43	86	80	48	177	211	81	382	49	47	27	41	0	0	3	0	0	0	0	0	0	34	43	35	0	67	15	11	10	16	32	6	26	37	6	39	105	25	21	106	12	26	11	43	41	8	44	34	40
IML2	0	5	12	6	1	0	1	1	0	0	0	1	0	2	0	0	2	0	1	0	0	2	1	3	1	1	3	3	6	0	2	2	0	0	5	4	6	2	2	0	1	1	0	0	0	0	0	0	0	0	0	2	1	1	0	1	2	1	4	1	0	0	1	0	0	2	6	1	0	4	1	2	0	5	4	1	0	2	0
Hormone_1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DUF3188	10	5	2	17	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	8	11	11	13	0	0	9	7	8	3	5	1	3	2	2	2	18	7	2	1	0	0	0	0	0	0	0	0	0	0	2	2	11	1	0	6	2	2	5	4	2	2	2	2	3	13	3	0	0	7	2	2	5	4	2	3	4	1
DUF2291	2	2	0	4	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pyr_redox_dim	547	277	289	242	43	33	78	68	40	48	38	42	39	124	78	73	95	110	109	102	119	95	229	122	96	164	123	77	121	47	100	194	135	121	337	385	115	780	114	124	67	63	1	2	0	0	0	2	1	1	0	53	63	72	0	87	23	31	28	50	47	19	41	65	17	73	259	52	34	226	30	45	33	96	61	22	98	77	78
DeoC	119	58	127	87	13	9	26	9	14	7	4	19	9	29	26	13	50	54	28	33	33	30	56	41	47	157	35	28	31	13	27	78	61	60	74	127	41	396	53	56	25	26	0	1	1	0	0	1	0	0	0	21	15	15	4	55	7	9	10	11	21	7	18	30	4	37	66	19	11	83	9	12	10	21	17	4	25	17	24
Cu_amine_oxid	6	10	14	10	2	3	5	5	4	4	0	0	2	5	0	2	15	15	2	5	2	2	15	7	12	24	8	5	4	5	0	16	10	5	24	21	3	15	2	5	4	7	0	0	0	0	0	0	0	0	0	3	4	2	0	1	1	2	6	1	5	1	0	1	4	2	8	2	1	11	3	0	2	7	2	0	7	4	3
DUF583	168	99	120	116	27	30	36	52	33	16	36	16	20	58	18	33	54	51	42	39	37	57	87	56	62	69	47	41	32	13	18	75	49	52	164	155	31	185	47	64	33	13	0	0	0	0	0	0	0	0	0	34	23	30	0	63	7	13	13	18	34	5	20	27	11	37	100	25	22	87	2	19	11	35	19	6	33	38	39
DUF2934	2	1	2	1	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	1	0	1	1	1	0	0	0	1	0	1	2	5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	2	0
DUF244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ATP-gua_PtransN	0	2	0	3	3	3	0	0	0	0	1	0	0	0	0	0	0	0	3	0	1	1	1	0	0	0	1	0	0	6	0	0	0	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	1	0	0	0	0	7	0	0	0
Protocadherin	0	2	1	2	4	1	0	0	0	4	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRAPP	0	1	4	1	0	4	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	2	1	0	1	0	0	1	0	2	3	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	2	1	0	0	0	0	1	0	0	0	0	0	0	0	0
IMPDH	695	704	709	708	51	67	183	202	110	86	98	128	92	216	146	154	287	319	234	288	209	242	496	263	272	633	247	240	249	73	193	470	425	276	843	1047	204	951	310	297	157	124	2	0	1	2	2	0	2	3	1	147	138	150	3	221	42	62	37	100	136	32	92	155	22	225	529	97	93	595	37	119	77	216	167	23	209	147	207
Homeobox	0	0	2	1	11	4	0	0	0	0	0	0	0	0	0	1	0	3	1	0	0	0	1	1	0	0	0	0	1	7	0	1	0	0	6	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	2	0	0	2	0	0	8	0	0	0	1	0	2	0	1	0	0	2	0	1	0
MNHE	11	13	13	8	2	6	7	1	3	3	5	4	2	7	2	2	2	4	3	2	3	6	20	6	13	0	12	7	8	2	3	8	3	1	23	18	11	122	8	1	1	1	0	0	0	0	0	0	0	0	0	2	5	1	0	3	2	2	0	4	5	0	3	2	2	6	8	2	4	16	0	1	1	4	3	1	4	4	1
DUF357	0	3	6	3	0	0	0	0	1	1	0	0	0	1	1	0	0	0	0	2	3	6	3	4	0	3	1	2	3	5	0	2	6	12	4	7	9	4	3	10	4	4	0	0	0	0	0	0	0	0	0	2	1	2	0	3	2	0	0	1	0	1	0	2	0	2	4	1	1	11	2	0	0	2	1	0	1	0	1
RE_Eco47II	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	1	0	0	2	2	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Paf1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
