	GS000a	GS000b	GS000c	GS000d	GS001a	GS001b	GS001c	GS002	GS003	GS004	GS005	GS006	GS007	GS008	GS009	GS010	GS011	GS012	GS013	GS014	GS015	GS016	GS017	GS018	GS019	GS020	GS021	GS022	GS023	GS025	GS026	GS027	GS028	GS029	GS030	GS031	GS032	GS033	GS034	GS035	GS036	GS037	GS038	GS039	GS040	GS041	GS042	GS043	GS044	GS045	GS046	GS047	GS048a	GS049	GS050	GS051	GS048b	GS108a	GS108b	GS109	GS110a	GS110b	GS111	GS112a	GS112b	GS113	GS114	GS115	GS116	GS117a	GS117b	GS119	GS120	GS121	GS122a	GS122b	GS123	GS148	GS149
EF_assoc_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wound_ind	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DUF1855	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PrpF	140	26	17	20	7	16	19	14	3	10	4	1	2	44	10	4	23	28	22	12	6	15	19	13	14	19	28	6	18	3	0	18	17	8	22	12	32	20	8	14	4	4	0	0	0	0	0	0	0	0	0	3	10	7	2	26	9	8	5	6	7	0	6	5	2	4	16	2	3	14	2	4	0	5	7	0	13	5	13
Lipase3_N	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BATS	131	18	17	25	2	5	3	3	2	3	6	2	2	11	8	4	5	6	6	9	18	11	34	13	8	22	3	6	11	7	15	12	4	0	2	30	24	36	13	2	3	3	0	0	0	0	0	0	0	0	0	4	5	11	0	8	6	3	4	3	6	4	2	6	3	6	28	8	4	12	6	10	0	13	12	6	11	8	4
E1_dh	708	620	597	624	66	71	194	174	80	88	85	116	66	219	125	141	167	226	172	219	214	215	463	236	242	392	226	202	228	92	193	437	367	249	776	942	235	1232	244	258	142	148	1	1	0	0	0	0	2	1	4	115	138	133	0	232	38	67	65	90	132	31	97	149	30	200	519	107	79	531	42	97	59	195	154	25	184	181	176
Eapp_C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
7TM_GPCR_Srsx	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
CRAL_TRIO	0	4	15	15	14	16	1	1	1	0	0	2	0	3	0	3	4	5	11	1	3	4	3	3	1	8	0	0	2	27	2	3	1	3	4	5	0	1	1	0	1	2	0	0	0	0	0	0	0	0	0	1	3	0	0	1	2	0	4	0	0	18	0	0	8	2	2	2	0	0	9	1	1	0	1	10	0	1	0
Ribosomal_S3Ae	0	4	19	1	1	2	0	0	0	0	0	1	2	7	4	1	1	0	0	3	11	6	10	4	4	6	1	1	5	4	3	7	5	12	0	15	18	0	1	11	11	4	0	0	0	0	0	0	0	0	0	0	1	1	0	10	0	1	1	0	2	3	1	1	0	1	6	2	2	16	0	1	0	1	0	0	1	1	4
EcoEI_R_C	7	11	11	6	4	0	1	3	1	0	3	1	0	4	0	3	1	3	5	0	2	4	6	2	1	8	5	4	3	1	1	3	2	2	8	10	4	16	1	3	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	5	0	1	0	0	1	0	2	6	1	3	4	0	1	6	0	2	1	1	0	0	2	3	2
Vps51	1	1	2	1	0	3	0	1	0	2	0	0	0	0	0	0	0	0	3	0	0	1	2	0	0	1	0	0	0	0	1	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	1	0	0	1	1	0	1	0	1	0	0	1	0	1	0	1	0	1	0	1	1
Herpes_V23	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Act-Frag_cataly	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DUF2555	7	2	1	16	2	1	3	0	0	0	0	0	0	0	0	0	0	0	0	2	14	3	13	16	15	0	0	3	5	10	8	7	0	2	0	0	0	13	15	0	0	0	0	0	0	0	0	0	0	0	0	1	1	10	0	0	3	1	0	4	3	2	0	1	0	2	13	2	2	4	5	6	4	6	5	3	3	2	4
PUCC	44	22	34	22	8	13	12	10	13	5	3	1	7	25	12	8	10	27	25	18	9	15	21	18	11	70	15	17	10	5	8	60	20	27	80	55	6	310	46	34	20	17	0	0	0	0	0	0	0	0	0	7	9	6	0	14	7	17	17	6	8	5	7	12	2	10	20	3	6	34	10	6	5	15	15	3	14	13	12
GvpO	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CBM_3	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
DUF1044	38	1	2	0	0	1	0	0	0	0	1	0	1	2	0	0	1	1	1	0	0	0	0	0	0	3	3	0	1	2	0	0	0	0	0	0	5	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Herpes_U55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cad	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Glyco_transf_29	1	3	6	11	16	8	3	10	3	9	7	2	2	3	0	0	4	3	12	6	0	3	9	2	5	4	5	3	4	14	2	3	6	8	1	19	6	103	1	0	0	1	0	0	0	0	0	0	0	0	0	1	1	2	0	1	6	4	2	0	3	4	1	3	4	2	13	4	4	12	1	1	2	3	5	3	2	5	1
TrkA_C	360	323	362	294	37	40	81	76	50	51	42	53	24	123	76	49	60	90	64	113	121	91	208	135	125	128	85	126	119	49	86	208	162	123	379	410	101	583	117	134	68	45	0	1	1	0	1	1	0	0	0	59	76	93	1	86	38	37	37	48	67	19	43	65	13	101	245	51	50	255	28	60	48	92	79	19	81	79	85
CT20	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Supt5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
DUF1076	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clavanin	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SDF	855	133	215	111	32	24	46	32	27	22	29	12	16	65	30	28	35	20	56	49	52	37	96	45	40	63	30	47	24	27	22	81	67	29	163	162	55	124	26	46	38	30	0	0	0	0	5	0	0	1	0	27	24	38	0	25	13	10	16	19	21	9	14	15	11	41	55	16	15	94	9	18	11	29	28	10	29	45	32
F-box	5	13	13	11	16	18	1	9	0	1	1	0	6	2	0	2	3	7	4	1	3	2	5	2	0	3	3	2	3	18	3	4	2	0	2	8	13	3	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	10	2	4	0	0	5	0	1	11	1	9	0	1	4	10	1	1	0	3	3	1	3	3
DUF1506	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VanW	1	1	4	1	0	2	0	0	2	0	0	0	0	1	0	1	7	4	1	0	0	2	4	0	0	5	0	0	0	0	0	2	0	0	2	9	7	39	2	2	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	1	0	0	1	0	0	0	0	1	0	1	1	0	2	3	0	0	1	0	1	1	0	1
Globin	49	4	3	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	1	0	0	2	0	0	1	0	0	1	1	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	2
MukE	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
NOT2_3_5	0	1	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Silic_transp	0	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DUF300	0	0	2	4	5	5	0	0	0	1	0	0	1	0	0	0	0	0	2	0	0	0	2	1	0	0	0	0	0	6	0	2	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	6	0	0	1	0	0	0	0	0	0	0	5	1	0	0
DUF1219	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DUF815	141	39	37	42	3	11	17	26	4	13	12	4	3	18	15	10	29	21	24	32	33	19	60	25	20	48	23	23	35	24	18	47	33	22	80	64	30	208	20	51	21	17	0	0	1	1	0	0	0	0	0	16	14	15	0	22	3	7	4	8	9	6	9	19	2	18	52	10	6	61	6	9	4	16	9	3	14	9	14
DUF1687	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sigma70_r4	1321	429	483	427	77	66	136	177	107	79	91	85	86	257	131	119	234	214	224	179	196	197	408	230	244	552	224	152	207	94	210	384	290	175	535	647	312	1624	228	179	119	99	3	0	0	0	3	3	1	2	0	110	138	130	3	138	75	68	63	75	99	42	76	116	31	149	422	69	65	365	50	99	56	169	142	29	157	165	161
BAH	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UPF0227	136	72	69	45	4	5	10	18	7	13	17	9	3	5	13	6	13	6	11	14	13	11	34	9	16	17	23	7	11	12	8	29	27	19	66	32	20	31	17	14	13	6	0	0	0	0	0	0	0	0	0	11	10	2	0	21	4	4	2	10	4	6	2	8	4	11	21	4	7	20	8	3	2	4	8	5	8	12	8
Gag_p17	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNA_pol_Rpb2_1	333	270	319	333	39	32	111	121	66	34	36	48	40	178	77	83	143	160	104	161	147	144	252	143	145	244	124	118	136	43	100	228	187	194	392	525	171	428	132	112	75	76	0	0	1	0	2	1	0	3	2	71	65	78	1	147	19	34	21	59	91	24	40	87	19	112	317	52	51	252	19	56	42	89	85	12	100	90	91
BCNT	0	1	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
HPPK	230	172	188	149	15	21	67	54	25	18	17	36	15	57	51	51	56	65	53	96	67	62	137	88	84	97	70	72	75	22	71	130	120	72	237	280	96	241	80	83	34	27	0	0	0	0	0	0	0	2	0	29	49	55	0	54	13	26	14	33	42	6	39	50	5	62	148	32	31	147	10	30	22	66	47	6	40	41	49
RRF	186	139	191	200	24	23	52	51	28	38	21	24	23	42	28	38	63	72	55	87	60	90	130	80	91	145	86	92	75	16	60	152	112	99	250	286	87	360	73	110	45	54	2	0	0	0	0	0	3	0	0	42	49	55	0	86	17	23	10	32	50	13	29	39	9	52	164	33	28	173	18	42	29	63	40	7	56	44	64
DUF131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
DUF1192	21	19	26	11	4	1	6	5	1	1	0	2	4	6	0	2	4	1	3	8	4	3	9	2	4	2	9	3	5	2	4	12	4	5	24	21	3	23	4	6	3	3	0	0	0	1	0	0	0	0	0	2	5	4	0	4	1	1	1	2	4	0	3	5	0	6	5	2	4	13	0	1	1	9	8	0	3	3	4
FIST_C	24	7	16	11	1	2	1	2	0	0	0	0	0	2	2	2	1	2	6	2	2	2	5	4	2	6	3	3	2	4	4	7	2	4	0	0	20	69	17	0	3	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	4	3	2	0	0	5	0	1	3	2	5	0	1	3	2	1	0	0	2	1	7	1	4
Glyco_transf_64	0	1	3	5	0	4	1	5	0	0	0	1	0	0	0	0	0	0	3	0	0	2	1	1	1	0	2	0	1	2	0	2	1	2	1	4	0	1	1	2	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	2	0	1	3	1	0	1	0	4	1	1	2	0	0	0	0	0	1	2	0	0
Transposase_28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JmjC	0	2	12	13	9	13	1	7	4	0	0	3	1	1	0	0	0	0	3	2	1	0	1	1	1	0	0	1	4	14	0	2	0	0	2	4	0	3	2	3	2	0	0	0	0	0	0	0	0	0	0	0	5	1	0	0	2	0	6	1	1	5	1	1	9	0	0	0	0	0	5	1	1	1	0	7	2	1	0
AmiS_UreI	0	0	2	1	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
RNA_pol_A_bac	193	195	182	209	27	19	69	60	33	29	28	40	24	50	40	40	67	66	64	77	68	81	151	86	74	155	69	63	70	23	54	134	128	62	259	243	98	326	73	111	60	28	0	0	1	0	0	0	0	1	0	64	38	45	0	63	14	24	17	34	51	14	30	48	12	65	183	38	35	175	14	36	25	61	72	20	64	59	64
Ephrin_lbd	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Transposase_34	125	22	6	0	5	0	2	1	3	3	3	1	2	6	0	3	3	1	3	0	5	0	2	1	1	7	5	0	2	0	1	0	0	4	0	2	30	300	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	1	0	0	7	1	0	1	0	1	0	1	0	0	4	0	0	2	0	0	0	0	0	0	1	2	0
BNIP3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DUF3093	0	0	0	0	0	0	0	4	0	1	3	0	0	1	2	0	17	16	2	0	3	0	0	0	0	47	1	0	0	1	0	1	0	0	0	0	0	81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AvrRpt-cleavage	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NIR_SIR_ferr	289	36	31	48	20	16	2	12	8	13	18	12	3	34	16	9	19	23	30	20	52	20	42	29	43	33	7	13	20	27	26	37	15	8	29	48	34	122	49	6	4	9	0	0	0	0	0	0	0	0	0	19	16	28	0	8	21	18	15	20	20	13	10	8	11	15	74	8	7	24	22	17	12	18	25	12	17	17	16
BLUF	15	10	7	9	3	8	3	4	4	1	4	2	2	20	4	1	10	6	6	8	7	1	10	6	2	8	2	5	3	6	5	17	11	5	18	13	17	85	7	8	1	2	0	0	0	0	0	0	0	0	0	3	5	2	0	2	2	1	3	0	4	0	2	4	1	1	8	2	2	11	0	3	2	6	2	0	3	2	3
SPO11_like	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Cu-oxidase	129	10	5	10	0	4	2	0	1	0	2	3	2	13	4	2	9	2	5	3	1	2	6	1	1	10	3	1	1	2	1	3	2	4	2	1	15	58	1	1	0	0	0	0	0	0	0	0	0	0	0	4	8	2	0	4	10	2	2	2	1	0	0	1	2	0	4	1	0	5	0	0	0	1	2	1	2	2	2
tRNA_synt_1c_R1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
STb_secrete	0	0	0	0	2	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bgal_small_N	25	13	54	11	9	2	6	5	0	0	5	0	2	0	0	3	13	32	5	5	5	5	22	2	6	67	6	0	1	1	0	9	3	5	8	19	1	9	3	4	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	2	1	0	3	1	1	1	2	0	0	2	6	3	1	7	0	1	0	2	1	3	2	4	4
DUF1815	2	0	0	0	6	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	3	0	0	0	0	0	14	13	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	4	0	0	0	0	0	0	0	1	0	2	0	0	0	1	0	0	0	0	2	0	2	6
NUC129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
DAP_B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Methyltransf_14	95	101	103	125	8	13	31	32	14	5	8	13	6	22	17	13	50	30	20	32	44	43	61	41	32	124	33	32	33	4	31	59	69	51	154	258	29	54	41	43	31	15	0	0	1	0	1	0	0	0	0	20	25	25	0	21	0	14	2	20	28	1	20	25	2	24	115	22	16	101	9	31	10	41	27	1	29	20	23
SCPU	64	1	1	0	0	0	0	0	3	3	6	2	3	3	0	0	5	1	2	0	0	0	1	0	0	8	0	0	1	0	1	0	0	0	2	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
P3A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bac_transf	263	69	150	92	18	12	25	37	26	22	18	18	10	36	46	30	43	47	46	22	51	42	106	57	54	44	40	51	39	29	40	73	63	56	173	155	86	365	47	67	35	15	0	0	0	0	0	0	0	0	0	19	20	24	0	58	15	12	19	22	22	13	17	36	16	25	109	20	10	101	16	16	15	39	34	9	23	30	49
DUF2491	22	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cytokin-bind	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Phage_sheath_1	27	44	57	36	4	5	27	128	30	48	87	25	40	37	17	33	47	76	67	85	48	68	206	130	77	431	102	91	175	176	80	107	109	80	105	121	16	85	84	53	60	57	2	0	0	0	4	1	1	0	0	32	54	42	1	194	31	22	26	40	74	30	38	71	42	70	382	68	33	250	70	27	21	36	44	17	38	35	64
DUF1880	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Init_tRNA_PT	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	0	0	0	2	0	3	0	0	3	1	1	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	3	0	0	1	1	0	0	1	1	0	1	0	0
Plug_translocon	2	6	9	2	0	0	0	0	0	3	0	0	0	4	6	1	1	0	0	3	3	4	5	2	3	4	5	3	0	2	2	10	5	2	2	14	6	2	1	3	2	4	0	0	0	0	0	0	0	0	0	1	1	0	0	6	0	0	1	0	0	1	1	2	3	0	5	1	0	6	0	1	0	1	1	1	0	0	1
DUF2075	199	85	84	95	13	10	23	52	12	15	18	19	8	46	29	20	45	33	41	38	42	47	71	42	36	134	31	29	43	20	33	70	49	36	93	133	52	157	34	32	21	25	0	0	0	0	0	0	1	0	0	13	17	31	0	35	6	11	8	22	23	12	18	23	7	26	73	9	5	57	2	16	18	26	25	6	30	19	26
